stock_name,2013,2014,2015,2016,2017,2018,2019,2020
삼양사,1000.0,1500.0,1500.0,1500.0,1250.0,1500.0,1000.0,1250.0
삼양식품,100.0,100.0,50.0,150.0,250.0,400.0,800.0,800.0
삼양옵틱스,,,,1200.0,1300.0,1100.0,1000.0,600.0
삼양통상,750.0,750.0,825.0,750.0,750.0,750.0,1000.0,1250.0
삼양패키징,,,,0.0,0.0,0.0,750.0,1000.0
삼양홀딩스,1250.0,1500.0,1500.0,2000.0,2000.0,2000.0,2000.0,2250.0
삼영무역,125.0,200.0,275.0,275.0,275.0,300.0,350.0,500.0
삼영에스앤씨,,,,,,,,
삼영엠텍,80.0,0.0,80.0,90.0,50.0,60.0,100.0,150.0
삼영이엔씨,210.0,210.0,231.0,255.0,281.0,0.0,0.0,0.0
삼영전자,,,,,,,,
삼영화학,,,,,,,,
삼원강재,120.0,120.0,125.0,125.0,115.0,115.0,115.0,105.0
삼익THK,300.0,300.0,300.0,330.0,400.0,300.0,150.0,150.0
삼익악기,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
삼일,,,,,,,,
삼일기업공사,15.0,25.0,25.0,90.0,90.0,100.0,100.0,100.0
삼일씨엔에스,,,,600.0,70.0,0.0,38.0,0.0
삼일제약,150.0,200.0,200.0,150.0,150.0,100.0,150.0,150.0
삼정펄프,1000.0,1000.0,1250.0,1650.0,1000.0,0.0,0.0,1000.0
삼지전자,50.0,0.0,0.0,0.0,120.0,140.0,140.0,300.0
삼진,,,,,,,,
삼진엘앤디,50.0,0.0,50.0,0.0,0.0,75.0,75.0,75.0
삼진제약,400.0,500.0,600.0,700.0,800.0,800.0,800.0,800.0
삼천당제약,50.0,75.0,50.0,50.0,50.0,50.0,50.0,0.0
삼천리,3000.0,2000.0,2500.0,2500.0,3000.0,3000.0,3000.0,3000.0
삼천리자전거,150.0,200.0,200.0,200.0,100.0,0.0,0.0,200.0
삼표시멘트,0.0,0.0,0.0,0.0,50.0,0.0,50.0,75.0
삼현철강,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0
삼호개발,90.0,100.0,100.0,130.0,160.0,160.0,190.0,190.0
삼화네트웍스,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
삼화왕관,1200.0,1250.0,1300.0,1350.0,1400.0,1350.0,1350.0,1250.0
삼화전기,50.0,50.0,30.0,50.0,70.0,100.0,100.0,100.0
삼화전자,,,,,,,,
삼화콘덴서,,,,,,,,
삼화페인트,,,,,,,,
상보,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
상상인,,,,0.0,0.0,0.0,200.0,0.0
상상인이안1호스팩,,,,0.0,0.0,0.0,0.0,0.0
상상인이안제2호스팩,,,,,,,0.0,0.0
상상인인더스트리,0.0,25.0,30.0,20.0,0.0,0.0,0.0,0.0
상상인증권,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
상신브레이크,140.0,160.0,170.0,160.0,170.0,100.0,100.0,50.0
상신이디피,50.0,50.0,50.0,50.0,50.0,70.0,50.0,70.0
상신전자,,,,3970.0,520.0,85.0,0.0,0.0
상아프론테크,115.0,107.0,140.0,140.0,140.0,160.0,160.0,160.0
상지카일룸,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
새로닉스,0.0,40.0,40.0,40.0,40.0,40.0,40.0,20.0
새론오토모티브,200.0,200.0,200.0,190.0,150.0,150.0,140.0,150.0
샘씨엔에스,,,,,,,,
샘코,,,,0.0,0.0,0.0,0.0,0.0
샘표,300.0,300.0,300.0,200.0,200.0,200.0,200.0,200.0
샘표식품,,,,200.0,200.0,200.0,200.0,200.0
서남,,,,,,,0.0,0.0
서린바이오,130.0,130.0,130.0,130.0,100.0,100.0,100.0,100.0
서부T&D,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
서산,500.0,500.0,1000.0,1250.0,25.0,13.0,0.0,0.0
서암기계공업,75.0,75.0,50.0,50.0,50.0,50.0,50.0,35.0
서연,150.0,150.0,150.0,150.0,100.0,50.0,50.0,50.0
서연이화,0.0,150.0,150.0,150.0,150.0,100.0,100.0,100.0
서연탑메탈,75.0,80.0,40.0,40.0,0.0,40.0,60.0,85.0
서울가스,,,,,,,,
서울리거,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
서울바이오시스,0.0,0.0,107.0,0.0,114.0,39.0,38.0,143.0
서울반도체,146.0,0.0,75.0,81.0,183.0,284.0,156.0,157.0
서울식품,,,,,,,,
서울옥션,60.0,80.0,100.0,100.0,80.0,100.0,0.0,0.0
서울전자통신,,,,,,,,
서울제약,50.0,35.0,25.0,15.0,15.0,0.0,15.0,0.0
서원,,,,,,,,
서원인텍,400.0,500.0,600.0,660.0,300.0,300.0,300.0,350.0
서전기전,0.0,455.0,75.0,110.0,0.0,50.0,30.0,30.0
서진시스템,,,,370.0,100.0,200.0,300.0,0.0
서진오토모티브,,,,,,,,
서플러스글로벌,,,,70.0,75.0,40.0,0.0,30.0
서한,,,,,,,,
서호전기,100.0,300.0,500.0,700.0,900.0,500.0,1200.0,1000.0
서흥,,,,,,,,
서희건설,0.0,0.0,0.0,10.0,15.0,15.0,30.0,40.0
석경에이티,,,,,,,0.0,0.0
선광,,,,,,,,
선데이토즈,,,,,,,,
선도전기,10.0,10.0,20.0,20.0,20.0,20.0,25.0,5.0
선익시스템,,,,0.0,0.0,100.0,100.0,100.0
선진,,,,,,,,
선진뷰티사이언스,,,,,,,600.0,20.0
성광벤드,150.0,150.0,150.0,150.0,100.0,100.0,100.0,100.0
성도이엔지,70.0,50.0,50.0,100.0,150.0,100.0,50.0,200.0
성문전자,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
성보화학,1500.0,2000.0,2200.0,440.0,572.0,210.0,135.0,135.0
성신양회,0.0,0.0,0.0,0.0,0.0,150.0,150.0,150.0
성안,,,,,,,,
성우전자,,,,,,,,
성우테크론,20.0,25.0,0.0,0.0,0.0,50.0,40.0,40.0
성우하이텍,200.0,200.0,200.0,200.0,150.0,80.0,80.0,50.0
성창기업지주,0.0,0.0,300.0,10.0,0.0,0.0,0.0,0.0
성창오토텍,80.0,50.0,50.0,0.0,50.0,50.0,30.0,50.0
성호전자,,,,,,,,
세경하이테크,,,,,,,250.0,100.0
세기상사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
세동,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
세명전기,80.0,80.0,80.0,80.0,80.0,80.0,80.0,70.0
세방,150.0,150.0,175.0,175.0,175.0,175.0,175.0,190.0
세방전지,300.0,300.0,350.0,350.0,400.0,500.0,500.0,500.0
세보엠이씨,100.0,125.0,175.0,200.0,250.0,300.0,150.0,200.0
세아베스틸,900.0,1000.0,1000.0,800.0,900.0,850.0,300.0,200.0
세아제강,,,,0.0,0.0,1800.0,2000.0,2500.0
세아제강지주,1500.0,1500.0,1750.0,1750.0,1800.0,1800.0,1500.0,1500.0
세아특수강,750.0,800.0,700.0,750.0,750.0,900.0,900.0,700.0
세아홀딩스,1750.0,1800.0,1750.0,1750.0,2000.0,2500.0,2250.0,2250.0
세영디앤씨,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
세우글로벌,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
세운메디칼,20.0,25.0,25.0,35.0,40.0,50.0,50.0,50.0
세원,,,,,,,,
세원물산,75.0,75.0,75.0,75.0,75.0,50.0,25.0,25.0
세원이앤씨,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
세원정공,,,,,,,,
세이브존I&C,30.0,30.0,30.0,30.0,50.0,50.0,30.0,30.0
세종공업,200.0,150.0,250.0,200.0,100.0,50.0,50.0,50.0
세종메디칼,,,,0.0,0.0,0.0,100.0,100.0
세종텔레콤,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
세중,,,,,,,,
세진중공업,0.0,0.0,100.0,100.0,30.0,20.0,20.0,150.0
세진티에스,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
세코닉스,300.0,100.0,200.0,200.0,0.0,0.0,50.0,0.0
세틀뱅크,,,,,,,380.0,350.0
세하,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
세화피앤씨,40.0,25.0,30.0,,,,,
센코,,,,,,,0.0,0.0
센트랄모텍,,,,,,,0.0,0.0
센트럴인사이트,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
셀레믹스,,,,,,,0.0,0.0
셀루메드,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
셀리드,,,,0.0,0.0,0.0,0.0,0.0
셀리버리,,,,0.0,0.0,0.0,0.0,0.0
셀바스AI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
셀바스헬스케어,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
셀트리온,,,,,,,,
셀트리온제약,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
셀트리온헬스케어,,,,0.0,0.0,0.0,0.0,0.0
소룩스,,,,,,,50.0,50.0
소리바다,,,,,,,,
소마젠,,,,,,,0.0,0.0
소프트센,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
소프트캠프,0.0,0.0,0.0,0.0,0.0,0.0,,
손오공,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
솔고바이오,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
솔루스첨단소재,,,,,,,0.0,10.0
솔루에타,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
솔루엠,,,,,,,0.0,0.0
솔본,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
솔브레인,,,,,,,0.0,1950.0
솔브레인홀딩스,450.0,450.0,500.0,610.0,700.0,750.0,850.0,0.0
솔트룩스,,,,,,,0.0,0.0
송원산업,,,,,,,,
쇼박스,,,,,,,,
수산아이앤티,,,,125.0,125.0,75.0,75.0,125.0
수산중공업,0.0,15.0,0.0,10.0,0.0,0.0,10.0,10.0
수성이노베이션,70.0,70.0,70.0,70.0,0.0,0.0,0.0,0.0
수젠텍,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
슈펙스비앤피,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
슈프리마,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
슈프리마아이디,,,,,,,0.0,0.0
슈프리마에이치큐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
슈피겐코리아,440.0,660.0,600.0,500.0,500.0,1150.0,1300.0,1200.0
스맥,,,,,,,,
스카이라이프,,,,,,,,
스카이문스테크놀로지,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
스카이이앤엠,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
스킨앤스킨,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
스타플렉스,200.0,0.0,0.0,80.0,80.0,100.0,80.0,0.0
스튜디오드래곤,,,,0.0,0.0,0.0,0.0,0.0
스튜디오산타클로스,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
스페코,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0
스포츠서울,,,,0.0,0.0,0.0,0.0,0.0
승일,85.0,85.0,0.0,85.0,85.0,170.0,0.0,85.0
시공테크,0.0,40.0,0.0,0.0,120.0,20.0,80.0,70.0
시그네틱스,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
시너지이노베이션,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
시노펙스,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
시디즈,0.0,0.0,0.0,0.0,0.0,300.0,300.0,300.0
시스웍,,,,4000.0,20.0,30.0,40.0,0.0
시큐브,0.0,0.0,60.0,50.0,10.0,10.0,10.0,15.0
시티랩스,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
신대양제지,375.0,375.0,0.0,0.0,375.0,750.0,625.0,625.0
신도기연,,,,,,,0.0,0.0
신도리코,2250.0,1500.0,1200.0,1500.0,1650.0,1600.0,1000.0,0.0
신라교역,250.0,300.0,200.0,250.0,500.0,500.0,500.0,500.0
신라섬유,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
신라에스지,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
신라젠,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
신성델타테크,50.0,50.0,60.0,50.0,70.0,50.0,80.0,100.0
신성이엔지,0.0,0.0,0.0,,,,,
신성통상,,,,0.0,0.0,0.0,0.0,0.0
신세계,0.0,0.0,0.0,1250.0,1250.0,2000.0,2000.0,1500.0
신세계 I&C,,,,,,,,
신세계건설,0.0,0.0,250.0,500.0,750.0,750.0,800.0,800.0
신세계인터내셔날,600.0,600.0,600.0,600.0,600.0,850.0,1100.0,1100.0
신세계푸드,750.0,750.0,500.0,600.0,750.0,750.0,750.0,750.0
신송홀딩스,0.0,80.0,80.0,80.0,0.0,0.0,80.0,100.0
신신제약,,,,34.0,33.0,33.0,28.0,0.0
신영스팩5호,,,,,,,0.0,0.0
신영스팩6호,,,,,,,0.0,0.0
신영와코루,1500.0,1500.0,1500.0,2500.0,1500.0,1500.0,1500.0,1500.0
신영증권,,,,2200.0,2450.0,2750.0,2750.0,2500.0
신원,,,,,,,,
신원종합개발,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
신일전자,0.0,0.0,0.0,15.0,20.0,25.0,20.0,20.0
신일제약,90.0,120.0,120.0,140.0,140.0,140.0,150.0,100.0
신진에스엠,100.0,110.0,100.0,0.0,120.0,75.0,70.0,70.0
신테카바이오,,,,0.0,0.0,0.0,0.0,0.0
신풍제약,40.0,50.0,0.0,0.0,0.0,0.0,0.0,100.0
신풍제지,500.0,500.0,0.0,0.0,0.0,80.0,60.0,50.0
신한알파리츠,,,,0.0,0.0,371.0,140.0,150.0
신한제6호스팩,,,,,,,0.0,0.0
신한제7호스팩,,,,,,,0.0,0.0
신한제8호스팩,,,,,,,,
신한지주,650.0,950.0,1200.0,1450.0,1450.0,1600.0,1850.0,1500.0
신화인터텍,0.0,0.0,0.0,50.0,0.0,0.0,50.0,50.0
신화콘텍,0.0,50.0,0.0,0.0,20.0,0.0,0.0,0.0
신흥,,,,,,,,
신흥에스이씨,,,,0.0,100.0,150.0,280.0,300.0
실리콘투,,,,,,,,
심텍,0.0,0.0,260.0,200.0,265.0,160.0,160.0,320.0
심텍홀딩스,0.0,0.0,0.0,0.0,20.0,10.0,10.0,30.0
싸이맥스,0.0,0.0,200.0,250.0,250.0,250.0,250.0,350.0
싸이버원,,,,,,,0.0,0.0
싸이토젠,,,,0.0,0.0,0.0,0.0,0.0
쌍방울,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
쌍용C&E,,,,,,,,
쌍용정보통신,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
쌍용차,,,,,,,,
써니전자,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
썸에이지,,,,,,,,
쎄노텍,,,,,,,,
쎄니트,0.0,20.0,30.0,30.0,30.0,30.0,30.0,30.0
쎄미시스코,20.0,20.0,20.0,30.0,50.0,20.0,0.0,0.0
쎄트렉아이,180.0,150.0,220.0,240.0,310.0,210.0,210.0,340.0
쎌마테라퓨틱스,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
쎌바이오텍,150.0,150.0,400.0,550.0,550.0,600.0,600.0,450.0
쏠리드,,,,,,,,
씨씨에스,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
씨아이에스,0.0,0.0,0.0,,,,,
씨아이테크,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
씨앤씨인터내셔널,,,,,,,,
씨앤지하이테크,,,,1000.0,160.0,200.0,150.0,350.0
씨앤투스성진,,,,,,,0.0,0.0
씨에스베어링,,,,,,,0.0,0.0
씨에스윈드,350.0,478.0,300.0,200.0,350.0,400.0,460.0,1000.0
씨엔플러스,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
씨엠에스에듀,,,,300.0,300.0,260.0,425.0,260.0
씨유메디칼,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
씨유테크,,,,,,,,
씨이랩,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
씨젠,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1500.0
씨케이에이치,,,,0.0,0.0,0.0,0.0,0.0
씨큐브,0.0,100.0,100.0,120.0,130.0,150.0,150.0,170.0
씨티씨바이오,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
씨티케이,,,,,,,,
아가방컴퍼니,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
아나패스,200.0,350.0,200.0,200.0,200.0,250.0,100.0,0.0
아난티,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
아남전자,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
아래스,,,,,,,,
아리온,,,,,,,,
아모그린텍,,,,0.0,0.0,0.0,0.0,0.0
아모레G,,,,,,,,
아모레퍼시픽,6500.0,9000.0,1350.0,1580.0,1280.0,1180.0,1000.0,800.0
아모센스,,,,,,,,
아모텍,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
아미노로직스,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
아미코젠,0.0,120.0,100.0,0.0,0.0,0.0,0.0,0.0
아바코,0.0,50.0,50.0,200.0,0.0,200.0,300.0,300.0
아바텍,100.0,200.0,100.0,200.0,200.0,100.0,100.0,100.0
아비코전자,70.0,150.0,200.0,220.0,200.0,150.0,70.0,70.0
아세아,1000.0,1500.0,1500.0,1500.0,1500.0,1750.0,1750.0,2000.0
아세아시멘트,1250.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1250.0
아세아제지,400.0,450.0,0.0,500.0,450.0,750.0,600.0,700.0
아세아텍,,,,75.0,75.0,75.0,50.0,50.0
아센디오,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
아스타,,,,0.0,0.0,0.0,0.0,0.0
아스트,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
아스플로,,,,,,,,
아시아경제,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0
아시아나IDT,,,,0.0,500.0,500.0,500.0,0.0
아시아나항공,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
아시아종묘,,,,,,,,
아우딘퓨쳐스,,,,0.0,0.0,0.0,0.0,0.0
아이디스,,,,,,,,
아이디스홀딩스,50.0,100.0,150.0,150.0,150.0,200.0,200.0,200.0
아이디피,,,,,,,0.0,80.0
아이마켓코리아,250.0,500.0,500.0,450.0,350.0,450.0,600.0,600.0
아이비김영,,,,,,,,
아이센스,0.0,0.0,0.0,100.0,100.0,150.0,200.0,250.0
아이스크림에듀,,,,,,,100.0,50.0
아이쓰리시스템,0.0,0.0,400.0,450.0,270.0,270.0,70.0,100.0
아이씨디,100.0,0.0,0.0,100.0,150.0,150.0,150.0,350.0
아이씨케이,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
아이앤씨,,,,,,,,
아이에스동서,0.0,400.0,500.0,1000.0,1100.0,1200.0,700.0,1000.0
아이에스이커머스,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
아이에이,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
아이엘사이언스,,,,0.0,0.0,0.0,,
아이엠,,,,,,,,
아이오케이,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
아이원스,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0
아이즈비전,50.0,50.0,55.0,65.0,75.0,100.0,0.0,0.0
아이진,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
아이컴포넌트,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0
아이퀘스트,,,,,,,100.0,100.0
아이큐어,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
아이크래프트,50.0,70.0,100.0,100.0,100.0,0.0,0.0,0.0
아이텍,,,,,,,,
아이톡시,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
아이티센,16.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0
아이티엠반도체,,,,,,,0.0,200.0
아주IB투자,100.0,0.0,1250.0,250.0,250.0,25.0,35.0,50.0
아주스틸,,,,,,,,
아즈텍WB,0.0,50.0,50.0,50.0,0.0,50.0,0.0,50.0
아진산업,,,,,,,,
아진엑스텍,0.0,0.0,0.0,200.0,250.0,200.0,100.0,100.0
아톤,,,,,,,0.0,0.0
아프리카TV,115.0,150.0,200.0,290.0,380.0,470.0,550.0,650.0
안국약품,200.0,200.0,220.0,220.0,220.0,220.0,220.0,220.0
안랩,200.0,300.0,500.0,700.0,800.0,900.0,900.0,900.0
안트로젠,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
알로이스,,,,0.0,0.0,0.0,,
알루코,,,,,,,,
알리코제약,,,,100.0,100.0,0.0,200.0,100.0
알서포트,,,,,,,,
알에스오토메이션,,,,0.0,100.0,0.0,0.0,0.0
알에프세미,55.0,25.0,41.0,35.0,23.0,28.0,13.0,0.0
알에프텍,100.0,50.0,50.0,0.0,50.0,0.0,0.0,0.0
알엔투테크놀로지,0.0,0.0,0.0,50.0,30.0,40.0,50.0,50.0
알체라,,,,,,,0.0,0.0
알테오젠,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
알톤스포츠,,,,,,,,
알티캐스트,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0
알파홀딩스,70.0,70.0,40.0,40.0,0.0,0.0,0.0,0.0
압타머사이언스,,,,,,,0.0,0.0
압타바이오,,,,0.0,0.0,0.0,0.0,0.0
애경산업,,,,1000.0,350.0,450.0,450.0,200.0
애경유화,1500.0,1900.0,1900.0,300.0,350.0,350.0,350.0,350.0
애니젠,,,,0.0,0.0,0.0,0.0,0.0
애니플러스,,,,,,,,
애머릿지,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
액션스퀘어,,,,,,,,
액토즈소프트,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
액트로,,,,0.0,0.0,400.0,200.0,200.0
앤디포스,,,,400.0,250.0,65.0,0.0,0.0
앤씨앤,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0
앱코,,,,,,,0.0,0.0
앱클론,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
야스,,,,0.0,0.0,500.0,150.0,100.0
얍엑스,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
양지사,,,,50.0,50.0,50.0,50.0,50.0
어보브반도체,50.0,40.0,40.0,50.0,75.0,90.0,200.0,240.0
얼라인드,,,,0.0,0.0,0.0,0.0,0.0
에너토크,70.0,100.0,70.0,70.0,50.0,60.0,50.0,50.0
에넥스,0.0,20.0,30.0,20.0,30.0,10.0,0.0,0.0
에브리봇,,,,0.0,0.0,0.0,0.0,0.0
에스넷,100.0,50.0,25.0,0.0,50.0,100.0,120.0,80.0
에스디바이오센서,,,,,,,0.0,535.0
에스디생명공학,,,,0.0,150.0,0.0,0.0,0.0
에스디시스템,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0
에스맥,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
에스씨디,,,,,,,,
에스씨엠생명과학,,,,,,,0.0,0.0
에스아이리소스,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
에스앤더블류,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
에스앤디,150.0,150.0,250.0,450.0,500.0,500.0,1000.0,1000.0
에스앤에스텍,0.0,0.0,0.0,0.0,50.0,50.0,50.0,80.0
에스에너지,100.0,100.0,100.0,110.0,50.0,50.0,50.0,50.0
에스에스알,,,,,,,,
에스에이엠티,0.0,0.0,0.0,100.0,110.0,130.0,140.0,150.0
에스에이티,,,,,,,,
에스에프에이,1015.0,652.0,402.0,1120.0,1245.0,1278.0,1056.0,950.0
에스엔유,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
에스엘,,,,,,,,
에스엘바이오닉스,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
에스엠,,,,,,,,
에스엠코어,60.0,70.0,100.0,50.0,50.0,50.0,70.0,70.0
에스와이,,,,,,,,
에스원,1100.0,1150.0,1200.0,1250.0,2500.0,2500.0,2500.0,2500.0
에스제이그룹,,,,,,,400.0,140.0
에스코넥,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
에스텍,,,,,,,,
에스텍파마,50.0,50.0,50.0,50.0,50.0,50.0,100.0,100.0
에스트래픽,,,,25.0,20.0,0.0,0.0,0.0
에스티아이,0.0,70.0,100.0,150.0,250.0,250.0,250.0,150.0
에스티오,30.0,20.0,50.0,20.0,20.0,140.0,120.0,110.0
에스티큐브,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
에스티팜,,,,500.0,500.0,500.0,0.0,0.0
에스폴리텍,0.0,0.0,0.0,25.0,25.0,25.0,50.0,50.0
에스퓨얼셀,,,,0.0,0.0,50.0,50.0,100.0
에스피시스템스,,,,,,,20.0,0.0
에스피지,200.0,200.0,50.0,100.0,50.0,100.0,100.0,150.0
에쎈테크,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
에쓰씨엔지니어링,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
에어부산,,,,100.0,100.0,100.0,0.0,0.0
에이디엠코리아,,,,,,,,
에이디칩스,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
에이디테크놀로지,0.0,0.0,250.0,0.0,0.0,100.0,0.0,70.0
에이루트,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0
에이리츠,0.0,16.0,952.0,619.0,100.0,318.0,428.0,750.0
에이블씨엔씨,,,,400.0,0.0,0.0,0.0,0.0
에이비엘바이오,,,,0.0,0.0,0.0,0.0,0.0
에이비온,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
에이비프로바이오,345.0,345.0,140.0,0.0,0.0,0.0,0.0,0.0
에이스침대,2000.0,2500.0,3300.0,3300.0,3300.0,1000.0,1100.0,1100.0
에이스테크,,,,,,,,
에이스토리,,,,,,,0.0,0.0
에이에프더블류,,,,,,,100.0,0.0
에이엔피,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
에이치시티,,,,0.0,0.0,100.0,30.0,50.0
에이치앤비디자인,,,,0.0,0.0,0.0,0.0,0.0
에이치엔티,,,,,,,,
에이치엘비,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
에이치엘비생명과학,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
에이치엘비제약,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
에이치엘비파워,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
에이치엘사이언스,,,,0.0,200.0,300.0,400.0,400.0
에이치엠씨제4호스팩,,,,,,,0.0,0.0
에이치엠씨제5호스팩,,,,,,,0.0,0.0
에이치케이,,,,,,,,
에이치피오,,,,,,,,
에이테크솔루션,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
에이텍,,,,,,,,
에이텍티앤,0.0,0.0,0.0,0.0,100.0,100.0,0.0,100.0
에이트원,,,,0.0,0.0,0.0,0.0,0.0
에이티넘인베스트,25.0,25.0,70.0,35.0,60.0,50.0,50.0,100.0
에이티세미콘,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
에이팩트,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
에이프로,,,,,,,,
에이프로젠 H&G,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
에이프로젠 MED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
에이프로젠제약,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
에이플러스에셋,0.0,0.0,0.0,0.0,0.0,0.0,15.0,350.0
